timestamp,station_id,hour,day_of_week,temperature,rain,num_chargers,occupied_count,available_count,utilization,dynamic_price,demand_kwh,month,day,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,occ_lag_1,dmd_lag_1,occ_lag_3,dmd_lag_3,occ_lag_6,dmd_lag_6,occ_lag_12,dmd_lag_12,occ_lag_24,dmd_lag_24,occ_roll_3,dmd_roll_3,occ_roll_6,dmd_roll_6,occ_roll_24,dmd_roll_24,station_type_mall,station_type_office,station_type_residential,station_type_mall.1,station_type_office.1,station_type_residential.1
2026-06-27 15:00:00,S0041,15,5,-0.3535329044987799,0,4,1,3,-0.3816934859215932,-1.1257201148463598,-0.5192246592765726,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.4064718068337756,-0.1821403503710989,-0.3818024264794213,-0.5705705187955433,-1.1702616269640895,-0.9335923945477074,-1.1703733447073097,-0.9336841268101356,-0.3816986513485461,-0.68182921317176,0.1698443118441907,-0.2432837817172646,0.195512435782388,-0.4147110653545247,-1.9869545710210517,-1.2149925027203246,False,False,True,False,False,True
2026-06-27 15:00:00,S0011,15,5,-0.1660029633015935,0,2,0,2,-1.1698529155071886,-1.281109222574734,-0.9333519704576368,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1.169838343836488,-0.9333417840660462,-1.1699512918044426,-0.9334075421596812,-1.1702616269640895,-0.9335923945477074,-1.1703733447073097,-0.9336841268101356,0.4064491089572243,-0.4390705593912992,-0.1405843147738804,-0.8380887722322083,-0.1620878044142605,-0.8897317341329748,-0.7649572394214805,-1.4111992541884917,False,False,True,False,False,True
2026-06-27 15:00:00,S0042,15,5,-0.2680413136588864,0,12,3,9,-0.3816934859215932,0.2028567562312422,0.4873598319948878,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.1200157834900924,1.0684876282640914,-0.3818024264794213,0.4988709918302892,-0.1204519360030644,0.6990475510144921,0.6674913325242663,2.4185549966003137,0.9329318128414792,1.8078643687529012,-0.4510129413919442,0.600716073439453,-0.3408879245125812,0.8044978650581063,0.683516930967877,1.658634450969109,False,False,False,False,False,False
2026-06-27 15:00:00,S0026,15,5,-0.5052115334082692,0,6,4,2,0.93295644262718,-0.3293509377384401,-0.0991701992733774,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1.169838343836488,-0.9333417840660462,-0.1201370031915142,0.0342437523945359,-0.6437804906563082,-0.6797807868490384,-1.1703733447073097,-0.9336841268101356,0.4064491089572243,-0.2764583401392072,-0.5540752454291344,-0.7451901770639265,-0.1620878044142557,-0.377391094555853,-1.3987665220777905,-0.6892472539022259,False,True,False,False,True,False
2026-06-27 15:00:00,S0038,15,5,0.1539010540347834,0,2,2,0,1.982784802835193,0.9293008348613936,-0.3452757264531635,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1.982781957504039,-0.4143298844222643,1.982644169495642,-0.0559501099474017,-1.1702616269640895,-0.9335923945477074,-1.1703733447073097,-0.9336841268101356,0.4064491089572243,-0.6424002598507297,2.3428446981706883,-0.3432157090118589,2.698714117158927,-0.2625189301032979,0.8643725360446138,-1.2266961382710544,True,False,False,True,False,False
2026-06-27 15:00:00,S0047,15,5,-0.3369861449813814,0,6,1,5,-0.6433624165440108,-1.269455039495106,-0.6122551255717588,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.1200157834900924,-0.2483697735133292,-0.6434678497673284,-0.5942786197539954,-0.6437804906563082,-0.5826366486740149,-1.1703733447073097,-0.9336841268101356,-0.1200335949270302,-0.2501723712585203,0.2729066158814346,-0.0132352100860075,0.1955124357823968,-0.0095305153394812,-0.402702919342853,-0.4087657836691313,False,False,True,False,False,True
2026-06-27 15:00:00,S0003,15,5,-0.3783530437748781,0,10,0,10,-1.1698529155071886,-0.8304808101624482,-0.9333519704576368,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.2240522534343298,0.4783499668021944,0.0910868927155914,0.192727253366798,1.0365455312122394,0.7011089650871717,-0.8551306899506073,-0.503123667531207,0.0911900048349162,0.7038536757640546,-0.8856130186572568,-0.3992869956854531,-0.1620878044142636,0.2487430976010299,-0.8192682319370183,0.3777484251387701,False,False,True,False,False,True
2026-06-27 15:00:00,S0007,15,5,-0.171518549807393,0,10,2,8,-0.5393253718387122,0.5408280655404573,-0.4097012571285002,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.4064718068337756,1.0847228565051827,0.0910868927155914,1.0660615375863032,0.4060292003047168,0.6508619970656079,0.4058399290762032,0.9934024530504912,-0.8545873075320084,-0.4292777474553571,-0.2647557654211136,0.2622369648609685,-0.0905677563749325,0.6525753827750809,0.8643725360446146,1.272435834794203,False,False,False,False,False,False
2026-06-27 15:00:00,S0018,15,5,-0.2763146934175852,0,4,4,0,1.982784802835193,0.9526092010206492,0.6352808504254608,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1.982781957504039,0.8991773908927085,1.982644169495642,1.1245586997337884,0.4060292003047168,0.0357875731298485,-1.1703733447073097,-0.9336841268101356,1.9827446295687647,-0.0035481338191351,2.3428446981706883,0.5520688595658291,2.1623137568639543,0.5948696475806058,1.407482461199979,-0.4012694769568936,True,False,False,True,False,False
2026-06-27 15:00:00,S0005,15,5,-0.0501756466798014,0,4,1,3,-0.3816934859215932,-1.281109222574734,-0.4406255118526618,6,27,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1.169838343836488,-0.9333417840660462,1.194495304170621,0.0914524307942794,1.19417461393912,-0.0281162631232172,-1.1703733447073097,-0.9336841268101356,-0.3816986513485461,-0.6609550614135674,-1.0718701946280935,-0.8746230252216313,-0.1620878044142605,-0.4953373028458699,-1.172289683288004,-1.0091537446219034,False,False,True,False,False,True
